Number,Start date,Start station,Start station number,End date,End station,End station number,Bike number,Bike model,Total duration,Total duration (ms),duration_min,trip_category,start_hour,end_hour,start_day,start_month,is_weekend,day_type
153051513,2025-10-15 23:23:00,"Southern Grove, Bow",200168,2025-10-15 23:27:00,"Furze Green, Bow",200011,64040,PBSC_EBIKE,3m 21s,201559,3.3593166666666665,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051514,2025-10-15 23:23:00,"Argyle Street, Kings Cross",1011,2025-10-15 23:34:00,"Bolsover Street, Fitzrovia",1025,56975,CLASSIC,10m 45s,645862,10.764366666666668,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051515,2025-10-15 23:23:00,"Abbey Orchard Street, Westminster",3429,2025-10-16 00:49:00,"Drury Lane, Covent Garden",1007,60514,PBSC_EBIKE,1h 26m 12s,5172396,86.2066,Long(41-120 mins),23,0,Wednesday,October,False,Weekday
153051516,2025-10-15 23:23:00,"Curlew Street, Shad Thames",1213,2025-10-15 23:29:00,"Bermondsey Station, Bermondsey",300253,59351,CLASSIC,5m 42s,342661,5.711016666666667,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051517,2025-10-15 23:23:00,"Ford Road, Old Ford",200027,2025-10-15 23:32:00,"Harford Street, Mile End",200102,56249,CLASSIC,8m 54s,534957,8.91595,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051518,2025-10-15 23:23:00,"Curlew Street, Shad Thames",1213,2025-10-15 23:29:00,"Bermondsey Station, Bermondsey",300253,58068,CLASSIC,5m 33s,333700,5.5616666666666665,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051520,2025-10-15 23:24:00,"Sloane Avenue, Knightsbridge",3461,2025-10-15 23:34:00,"Vicarage Crescent, Battersea",200077,59731,CLASSIC,10m 33s,633291,10.55485,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051502,2025-10-15 23:22:00,"Sedding Street, Sloane Square",3420,2025-10-15 23:27:00,"Chelsea Green, Chelsea",1179,53883,CLASSIC,4m 52s,292653,4.87755,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051503,2025-10-15 23:22:00,"Bonny Street, Camden Town",200105,2025-10-15 23:30:00,"Ossulston Street, Somers Town",300211,52000,CLASSIC,7m 57s,477148,7.952466666666667,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051504,2025-10-15 23:22:00,"Fulham Park Road, Fulham",200229,2025-10-15 23:31:00,"Fulham Park Road, Fulham",200229,59535,CLASSIC,8m 57s,537778,8.962966666666667,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051505,2025-10-15 23:22:00,"Bethnal Green Road, Shoreditch",973,2025-10-15 23:49:00,"Saltoun Road, Brixton",300206,58843,CLASSIC,26m 29s,1589091,26.48485,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051506,2025-10-15 23:22:00,"Panton Street, West End",3452,2025-10-15 23:47:00,"West Kensington Station, West Kensington",300020,56945,CLASSIC,24m 47s,1487537,24.792283333333334,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051507,2025-10-15 23:22:00,"South Audley Street, Mayfair",3493,2025-10-15 23:38:00,"Nevern Place, Earl's Court",1210,60405,PBSC_EBIKE,15m 1s,901795,15.029916666666667,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051494,2025-10-15 23:21:00,"Columbia Road, Shoreditch",2701,2025-10-15 23:37:00,"Cromer Street, Bloomsbury",300205,59787,CLASSIC,15m 49s,949004,15.816733333333334,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051496,2025-10-15 23:21:00,"Baylis Road, Waterloo",1133,2025-10-15 23:53:00,"Cleveland Way, Stepney",200250,52948,CLASSIC,32m 16s,1936296,32.2716,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051497,2025-10-15 23:21:00,"Butler Place, Westminster",2662,2025-10-15 23:27:00,"Lower Marsh, Waterloo",1219,54797,CLASSIC,5m 37s,337528,5.625466666666667,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051498,2025-10-15 23:21:00,"Rathbone Street, Fitzrovia",3497,2025-10-15 23:49:00,"Selby Street, Whitechapel",200135,40253,CLASSIC,28m 2s,1682828,28.047133333333335,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051499,2025-10-15 23:21:00,"Baylis Road, Waterloo",1133,2025-10-15 23:43:00,"Sutton Street, Shadwell",200256,59597,CLASSIC,21m 26s,1286497,21.44161666666667,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051500,2025-10-15 23:21:00,"Hampstead Road, Euston",972,2025-10-15 23:33:00,"Bonny Street, Camden Town",200105,53128,CLASSIC,11m 27s,687962,11.466033333333334,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051501,2025-10-15 23:22:00,"Normand Park, West Kensington",300008,2025-10-15 23:29:00,"Thorndike Close, West Chelsea",300030,59636,CLASSIC,7m 3s,423034,7.050566666666667,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051492,2025-10-15 23:20:00,"Normand Park, West Kensington",300008,2025-10-15 23:22:00,"Humbolt Road, Fulham",300068,53857,CLASSIC,1m 51s,111811,1.8635166666666667,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051493,2025-10-15 23:20:00,"British Museum, Bloomsbury",981,2025-10-15 23:35:00,"Cranmer Road, Stockwell",300247,63495,PBSC_EBIKE,15m 12s,912399,15.20665,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051487,2025-10-15 23:19:00,"Bramham Gardens, Earl's Court",1183,2025-10-15 23:22:00,"Queen's Gate (Central), South Kensington",1089,21137,CLASSIC,2m 46s,166868,2.7811333333333335,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051488,2025-10-15 23:19:00,"Farm Street, Mayfair",2678,2025-10-15 23:38:00,"St. Pancras Way, Camden Town",1111,58113,CLASSIC,18m 32s,1112921,18.548683333333333,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051489,2025-10-15 23:20:00,"Commercial Street, Shoreditch",1083,2025-10-15 23:28:00,"Pritchard's Road, Bethnal Green",200083,56083,CLASSIC,8m 2s,482222,8.037033333333333,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051490,2025-10-15 23:20:00,"Belvedere Road 2, South Bank",300246,2025-10-15 23:33:00,"Hampstead Road, Euston",972,57215,CLASSIC,13m 21s,801804,13.3634,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051491,2025-10-15 23:20:00,"Cranmer Road, Stockwell",300247,2025-10-15 23:25:00,"St John's Crescent, Brixton",300215,54486,CLASSIC,5m 26s,326252,5.4375333333333336,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051483,2025-10-15 23:18:00,"Tavistock Street, Covent Garden",1207,2025-10-15 23:28:00,"Great Dover Street, The Borough",1017,21863,CLASSIC,10m 46s,646991,10.783183333333334,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051484,2025-10-15 23:18:00,"Westbourne Grove, Bayswater",1041,2025-10-15 23:29:00,"Elgin Avenue, Maida Hill",300071,55818,CLASSIC,10m 59s,659036,10.983933333333333,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051485,2025-10-15 23:18:00,"Lindfield Street, Poplar",22178,2025-10-15 23:44:00,"Lindfield Street, Poplar",22178,61129,PBSC_EBIKE,25m 43s,1543784,25.729733333333332,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051486,2025-10-15 23:18:00,"Eccleston Place, Victoria",3465,2025-10-15 23:30:00,"Knaresborough Place, Earl's Court",200069,40179,CLASSIC,11m 50s,710064,11.8344,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051473,2025-10-15 23:17:00,"Crimscott Street, Bermondsey",300061,2025-10-15 23:35:00,"Pitfield Street Central, Hoxton",200248,63446,PBSC_EBIKE,18m 15s,1095811,18.263516666666668,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051474,2025-10-15 23:17:00,"Endsleigh Gardens, Euston",1079,2025-10-15 23:43:00,"Gloucester Road (Central), South Kensington",3435,64048,PBSC_EBIKE,26m 17s,1577244,26.2874,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051475,2025-10-15 23:17:00,"Drayton Gardens, West Chelsea",200060,2025-10-15 23:29:00,"Bayswater Road, Hyde Park",1096,56209,CLASSIC,12m 7s,727650,12.1275,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051476,2025-10-15 23:17:00,"Old Street Station, St. Luke's",1064,2025-10-15 23:28:00,"Old Montague Street, Whitechapel",200239,60267,PBSC_EBIKE,10m 33s,633452,10.557533333333334,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051477,2025-10-15 23:17:00,"Worship Street, Shoreditch",997,2025-10-15 23:30:00,"Finsbury Library , Finsbury",986,56703,CLASSIC,13m 1s,781997,13.033283333333333,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051478,2025-10-15 23:17:00,"Jubilee Plaza, Canary Wharf",200163,2025-10-15 23:22:00,"Lightermans Road, Millwall",200004,51469,CLASSIC,5m 4s,304265,5.071083333333333,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051479,2025-10-15 23:17:00,"Ranelagh Gardens, Fulham",300064,2025-10-15 23:30:00,"Gwendwr Road, West Kensington",300097,60480,PBSC_EBIKE,12m 28s,748147,12.469116666666666,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051480,2025-10-15 23:17:00,"Swan Street, The Borough",1216,2025-10-16 00:10:00,"Ravenscourt Park Station, Hammersmith",300037,62979,PBSC_EBIKE,52m 48s,3168559,52.80931666666667,Long(41-120 mins),23,0,Wednesday,October,False,Weekday
153051481,2025-10-15 23:18:00,"Great Percy Street, Clerkenwell",3470,2025-10-15 23:34:00,"St. John Street, Finsbury",992,52247,CLASSIC,16m 22s,982479,16.37465,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051482,2025-10-15 23:18:00,"Binfield Road, Stockwell",300015,2025-10-15 23:21:00,"Courland Grove, Wandsworth Road",200173,42238,CLASSIC,3m 27s,207929,3.4654833333333332,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051469,2025-10-15 23:16:00,"Tate Modern, Bankside",300237,2025-10-15 23:31:00,"Panton Street, West End",3452,58350,CLASSIC,15m 0s,900546,15.0091,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051470,2025-10-15 23:16:00,"Collingham Gardens, Earl's Court",3459,2025-10-15 23:28:00,"Irene Road, Parsons Green",300012,64107,PBSC_EBIKE,11m 30s,690448,11.507466666666666,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051471,2025-10-15 23:16:00,"LMU Commercial Road, Whitechapel",1105,2025-10-15 23:35:00,"Panton Street, West End",3452,62277,PBSC_EBIKE,18m 36s,1116072,18.6012,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051472,2025-10-15 23:17:00,"London Street, Paddington",300079,2025-10-15 23:35:00,"Greycoat Street , Westminster",10623,59110,CLASSIC,18m 15s,1095149,18.252483333333334,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051455,2025-10-15 23:15:00,"Embankment (Savoy), Strand",1192,2025-10-15 23:25:00,"Sea Containers, South Bank",200144,53236,CLASSIC,10m 1s,601703,10.028383333333334,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051456,2025-10-15 23:15:00,"De Vere Gardens, Kensington",3446,2025-10-15 23:27:00,"Woodstock Grove, Shepherd's Bush",200214,30386,CLASSIC,12m 19s,739459,12.324316666666666,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051457,2025-10-15 23:15:00,"Monier Road, Hackney Wick",300213,2025-10-15 23:35:00,"Mile End Stadium, Mile End",300056,52359,CLASSIC,19m 44s,1184486,19.741433333333333,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051459,2025-10-15 23:15:00,"Wellington Arch, Hyde Park",1109,2025-10-15 23:28:00,"West Kensington Station, West Kensington",300020,63096,PBSC_EBIKE,13m 0s,780273,13.00455,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051460,2025-10-15 23:15:00,"Leman Street, Aldgate",1102,2025-10-15 23:19:00,"Shadwell Station, Shadwell",200020,30923,CLASSIC,3m 36s,216530,3.608833333333333,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051461,2025-10-15 23:15:00,"Queen's Gate (South), South Kensington",1172,2025-10-16 01:03:00,"Queen's Gate (North), Kensington",1204,61198,PBSC_EBIKE,1h 48m 27s,6507479,108.45798333333333,Long(41-120 mins),23,1,Wednesday,October,False,Weekday
153051462,2025-10-15 23:15:00,"South Quay East, Canary Wharf",200233,2025-10-15 23:23:00,"Lancaster Drive, Blackwall",200143,52135,CLASSIC,7m 24s,444087,7.40145,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051463,2025-10-15 23:15:00,"South Quay East, Canary Wharf",200233,2025-10-15 23:21:00,"Lancaster Drive, Blackwall",200143,59632,CLASSIC,5m 51s,351826,5.863766666666667,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051465,2025-10-15 23:15:00,"South Quay East, Canary Wharf",200233,2025-10-15 23:22:00,"Lancaster Drive, Blackwall",200143,56502,CLASSIC,6m 11s,371468,6.191133333333333,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051466,2025-10-15 23:15:00,"South Quay East, Canary Wharf",200233,2025-10-15 23:21:00,"Lancaster Drive, Blackwall",200143,40082,CLASSIC,5m 43s,343817,5.730283333333333,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051467,2025-10-15 23:15:00,"Berry Street, Clerkenwell",1159,2025-10-15 23:27:00,"Bethnal Green Road, Shoreditch",973,57981,CLASSIC,11m 14s,674949,11.24915,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051468,2025-10-15 23:16:00,"Queen's Gate (South), South Kensington",1172,2025-10-15 23:27:00,"Dorothy Road, Clapham Junction",200119,60450,PBSC_EBIKE,11m 29s,689495,11.491583333333333,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051442,2025-10-15 23:14:00,"Sea Containers, South Bank",200144,2025-10-15 23:16:00,"Waterloo Road, South Bank",1176,55264,CLASSIC,2m 24s,144362,2.4060333333333332,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051443,2025-10-15 23:14:00,"Shoreditch High Street, Shoreditch",3445,2025-10-15 23:22:00,"St. Mary Axe, Aldgate",1184,54716,CLASSIC,7m 51s,471166,7.852766666666667,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051444,2025-10-15 23:14:00,"Devonshire Terrace, Bayswater",1227,2025-10-15 23:28:00,"Ravenscourt Park Station, Hammersmith",300037,64027,PBSC_EBIKE,14m 40s,880398,14.6733,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051445,2025-10-15 23:14:00,"Eastbourne Mews, Paddington",1203,2025-10-15 23:18:00,"Hereford Road, Bayswater",1016,58050,CLASSIC,4m 31s,271786,4.529766666666666,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051446,2025-10-15 23:14:00,"Putney Pier, Wandsworth",3492,2025-10-15 23:25:00,"Humbolt Road, Fulham",300068,56160,CLASSIC,11m 23s,683273,11.387883333333333,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051447,2025-10-15 23:14:00,"St. Martin's Street, West End",1158,2025-10-15 23:23:00,"Kennington Road, Vauxhall",1154,51546,CLASSIC,9m 33s,573956,9.565933333333334,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051448,2025-10-15 23:14:00,"Putney Bridge Station, Fulham",200125,2025-10-15 23:34:00,"Gloucester Road Station, South Kensington",1107,21145,CLASSIC,20m 13s,1213390,20.223166666666668,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051449,2025-10-15 23:14:00,"Percy Street, Bloomsbury",1006,2025-10-15 23:31:00,"Hawley Crescent, Camden Town",200122,54744,CLASSIC,16m 27s,987293,16.454883333333335,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051450,2025-10-15 23:14:00,"William IV Street, Strand",1028,2025-10-15 23:19:00,"Stamford Street, South Bank",962,57233,CLASSIC,5m 0s,300443,5.007383333333333,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051451,2025-10-15 23:14:00,"Dorset Square, Marylebone",1162,2025-10-15 23:22:00,"Charlbert Street, St. John's Wood",3422,55053,CLASSIC,8m 1s,481952,8.032533333333333,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051453,2025-10-15 23:15:00,"Embankment (Savoy), Strand",1192,2025-10-15 23:25:00,"Sea Containers, South Bank",200144,55039,CLASSIC,9m 55s,595939,9.932316666666667,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051454,2025-10-15 23:15:00,"Christian Street, Whitechapel",22177,2025-10-15 23:30:00,"Craven Street, Strand",1160,55963,CLASSIC,15m 23s,923866,15.397766666666667,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051430,2025-10-15 23:13:00,"Tavistock Street, Covent Garden",1207,2025-10-15 23:27:00,"Walworth Square, Walworth",300050,41818,CLASSIC,14m 41s,881354,14.689233333333334,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051431,2025-10-15 23:13:00,"Ranelagh Gardens, Fulham",300064,2025-10-15 23:23:00,"Beryl Road, Hammersmith",200097,53853,CLASSIC,10m 3s,603810,10.0635,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051432,2025-10-15 23:13:00,"Gloucester Avenue, Camden Town_OLD",2001454444,2025-10-15 23:37:00,"Borough Road, Elephant & Castle",1082,62023,PBSC_EBIKE,23m 58s,1438606,23.976766666666666,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051433,2025-10-15 23:13:00,"LMU Commercial Road, Whitechapel",1105,2025-10-15 23:35:00,"York Way, Kings Cross",300235,53238,CLASSIC,21m 38s,1298784,21.6464,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051434,2025-10-15 23:13:00,"Gloucester Road Station, South Kensington",1107,2025-10-15 23:24:00,"Greyhound Road, Hammersmith",200215,52653,CLASSIC,11m 2s,662759,11.045983333333334,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051435,2025-10-15 23:13:00,"Westferry Circus, Canary Wharf",300228,2025-10-15 23:29:00,"York Hall, Bethnal Green",200042,22418,CLASSIC,16m 6s,966881,16.114683333333332,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051436,2025-10-15 23:13:00,"Aldersgate Street, Barbican",1065,2025-10-15 23:22:00,"Shoreditch High Street, Shoreditch",3445,21904,CLASSIC,8m 49s,529599,8.82665,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051437,2025-10-15 23:13:00,"Central House, Aldgate",3430,2025-10-15 23:29:00,"Gascoyne Road, Victoria Park",200155,58451,CLASSIC,15m 27s,927991,15.466516666666667,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051438,2025-10-15 23:14:00,"New Cavendish Street, Marylebone",200005,2025-10-15 23:22:00,"Broadley Terrace, Marylebone",300072,59036,CLASSIC,8m 6s,486501,8.10835,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051439,2025-10-15 23:13:00,"St Martins Close, Camden Town",200195,2025-10-15 23:25:00,"Northdown Street, King's Cross",200058,30372,CLASSIC,11m 10s,670989,11.18315,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051440,2025-10-15 23:13:00,"Central House, Aldgate",3430,2025-10-15 23:53:00,"Hortensia Road, West Brompton",300091,63082,PBSC_EBIKE,39m 38s,2378628,39.6438,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051441,2025-10-15 23:14:00,"Great Russell Street, Bloomsbury",988,2025-10-16 00:08:00,"Kennington Road, Vauxhall",1154,52210,CLASSIC,54m 12s,3252197,54.20328333333333,Long(41-120 mins),23,0,Wednesday,October,False,Weekday
153051428,2025-10-15 23:12:00,"Snow Hill, Farringdon",2699,2025-10-15 23:41:00,"Russell Gardens, Olympia",200080,57863,CLASSIC,29m 40s,1780496,29.674933333333332,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051429,2025-10-15 23:12:00,"Putney Bridge Station, Fulham",200125,2025-10-15 23:16:00,"Ranelagh Gardens, Fulham",300064,51878,CLASSIC,4m 20s,260033,4.3338833333333335,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051423,2025-10-15 23:12:00,"Finsbury Circus, Liverpool Street",984,2025-10-15 23:26:00,"Jubilee Street, Stepney",200002,52437,CLASSIC,14m 14s,854122,14.235366666666666,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051424,2025-10-15 23:12:00,"Tavistock Street, Covent Garden",1207,2025-10-15 23:19:00,"Lambeth Palace Road, Waterloo",300231,20546,CLASSIC,7m 2s,422855,7.047583333333334,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051425,2025-10-15 23:12:00,"Strata, Elephant & Castle",10624,2025-10-15 23:26:00,"Saltoun Road, Brixton",300206,52197,CLASSIC,14m 34s,874979,14.582983333333333,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051426,2025-10-15 23:12:00,"Snowsfields, London Bridge",200193,2025-10-15 23:22:00,"Bermondsey Station, Bermondsey",300253,59156,CLASSIC,10m 45s,645492,10.7582,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051427,2025-10-15 23:12:00,"Argyle Street, Kings Cross",1011,2025-10-15 23:29:00,"Jubilee Street, Stepney",200002,62941,PBSC_EBIKE,17m 44s,1064926,17.74876666666667,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051417,2025-10-15 23:11:00,"Ampton Street , Clerkenwell",1019,2025-10-15 23:33:00,"Cotton Garden Estate, Kennington",990,58182,CLASSIC,21m 54s,1314597,21.90995,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051418,2025-10-15 23:11:00,"Cleveland Way, Stepney",200250,2025-10-15 23:18:00,"Albert Gardens, Stepney",22166,55407,CLASSIC,6m 53s,413274,6.8879,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051419,2025-10-15 23:11:00,"Waterloo Station 1, Waterloo",2696,2025-10-15 23:21:00,"Clerkenwell Green, Clerkenwell",1053,63388,PBSC_EBIKE,10m 15s,615192,10.2532,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051420,2025-10-15 23:11:00,"Montpelier Street, Knightsbridge",1206,2025-10-15 23:27:00,"Hibbert Street, Battersea",300051,56825,CLASSIC,16m 1s,961043,16.017383333333335,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051421,2025-10-15 23:11:00,"Handyside Street, King's Cross",300241,2025-10-15 23:20:00,"Wren Street, Holborn",22169,62746,PBSC_EBIKE,9m 17s,557018,9.283633333333333,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051422,2025-10-15 23:11:00,"Sackville Street, Mayfair",1197,2025-10-15 23:29:00,"Mallory Street, Marylebone",1175,63162,PBSC_EBIKE,17m 32s,1052735,17.545583333333333,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051408,2025-10-15 23:10:00,"Kennington Road Post Office, Oval",1073,2025-10-15 23:19:00,"Saltoun Road, Brixton",300206,62504,PBSC_EBIKE,8m 55s,535496,8.924933333333334,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051409,2025-10-15 23:10:00,"Islington Green, Angel",300031,2025-10-15 23:29:00,"Mostyn Grove, Bow",200174,62341,PBSC_EBIKE,19m 20s,1160596,19.34326666666667,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051410,2025-10-15 23:10:00,"Lancaster Drive, Blackwall",200143,2025-10-15 23:15:00,"Aberfeldy Street, Poplar",200078,62517,PBSC_EBIKE,5m 11s,311255,5.187583333333333,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051412,2025-10-15 23:10:00,"Fisherman's Walk West, Canary Wharf",22165,2025-10-15 23:20:00,"Furze Green, Bow",200011,23605,CLASSIC,9m 54s,594949,9.915816666666666,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051413,2025-10-15 23:10:00,"Southampton Place, Holborn",1123,2025-10-15 23:18:00,"Great Tower Street, Monument",1080,60274,PBSC_EBIKE,8m 1s,481055,8.017583333333333,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051414,2025-10-15 23:10:00,"Milroy Walk, South Bank",959,2025-10-15 23:19:00,"Brandon Street, Walworth",300060,60608,PBSC_EBIKE,8m 56s,536693,8.944883333333333,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051415,2025-10-15 23:10:00,"Leonard Circus , Shoreditch",1020,2025-10-15 23:27:00,"Southern Grove, Bow",200168,56102,CLASSIC,16m 51s,1011455,16.857583333333334,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051416,2025-10-15 23:10:00,"Howland Street, Fitzrovia",2691,2025-10-15 23:25:00,"Stamford Street, South Bank",962,54661,CLASSIC,14m 18s,858260,14.304333333333334,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051395,2025-10-15 23:09:00,"Park Road (Baker Street), The Regent's Park",1050,2025-10-15 23:22:00,"Grove End Road, St. John's Wood",1130,59082,CLASSIC,13m 5s,785397,13.08995,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051396,2025-10-15 23:09:00,"Chapel Place, Marylebone",1003,2025-10-15 23:20:00,"Vincent Square, Westminster",1196,40034,CLASSIC,10m 52s,652375,10.872916666666667,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051397,2025-10-15 23:09:00,"Cleveland Way, Stepney",200250,2025-10-15 23:19:00,"Mile End Park Leisure Centre, Mile End",300027,41697,CLASSIC,9m 38s,578798,9.646633333333334,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051398,2025-10-15 23:09:00,"Queen's Gate (South), South Kensington",1172,2025-10-16 01:03:00,"Queen's Gate (North), Kensington",1204,62204,PBSC_EBIKE,1h 54m 26s,6866272,114.43786666666666,Long(41-120 mins),23,1,Wednesday,October,False,Weekday
153051399,2025-10-15 23:09:00,"Sopwith Way, Battersea Park",300248,2025-10-15 23:40:00,"Hatton Wall, Holborn",1008,58501,CLASSIC,30m 51s,1851725,30.862083333333334,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051400,2025-10-15 23:09:00,"Coram Street, Bloomsbury",300201,2025-10-15 23:14:00,"Argyle Street, Kings Cross",1011,51255,CLASSIC,5m 2s,302105,5.035083333333334,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051401,2025-10-15 23:09:00,"The Vale, Chelsea",300058,2025-10-15 23:16:00,"Sedding Street, Sloane Square",3420,53883,CLASSIC,6m 43s,403983,6.73305,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051402,2025-10-15 23:09:00,"New Cavendish Street, Marylebone",200005,2025-10-15 23:16:00,"Warren Street Station, Euston",1090,55727,CLASSIC,6m 35s,395806,6.5967666666666664,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051404,2025-10-15 23:10:00,"Bethnal Green Road, Shoreditch",973,2025-10-15 23:22:00,"St. Mary & St. Michael Church, Stepney",200082,41257,CLASSIC,12m 53s,773165,12.886083333333334,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051405,2025-10-15 23:09:00,"Star Road, West Kensington",300038,2025-10-15 23:25:00,"Bevington Road West, North Kensington",300236,61189,PBSC_EBIKE,15m 50s,950731,15.845516666666667,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
