Number,Start date,Start station,Start station number,End date,End station,End station number,Bike number,Bike model,Total duration,Total duration (ms),duration_min,trip_category,start_hour,end_hour,start_day,start_month,is_weekend,day_type
153051605,2025-10-15 23:36:00,"Commercial Street, Shoreditch",1083,2025-10-15 23:51:00,"Tavistock Place, Bloomsbury",3439,56905,CLASSIC,15m 20s,920122,15.335366666666667,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051606,2025-10-15 23:36:00,"Hereford Road, Bayswater",1016,2025-10-15 23:50:00,"Nutford Place, Marylebone",1112,22841,CLASSIC,13m 57s,837055,13.950916666666666,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051607,2025-10-15 23:36:00,"Craven Street, Strand",1160,2025-10-15 23:46:00,"Vincent Street, Pimlico",22161,54370,CLASSIC,9m 34s,574157,9.569283333333333,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051608,2025-10-15 23:36:00,"Red Lion Street, Holborn",22171,2025-10-15 23:48:00,"Brushfield Street, Liverpool Street",1161,58814,CLASSIC,11m 54s,714642,11.9107,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051609,2025-10-15 23:37:00,"Brandon Street, Walworth",300060,2025-10-16 00:06:00,"Hoxton Station, Hoxton",200151,60608,PBSC_EBIKE,29m 24s,1764976,29.416266666666665,Normal(10-40 mins),23,0,Wednesday,October,False,Weekday
153051610,2025-10-15 23:37:00,"Howland Street, Fitzrovia",2691,2025-10-15 23:45:00,"Westminster University, Marylebone",1194,53369,CLASSIC,8m 28s,508169,8.469483333333333,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051611,2025-10-15 23:37:00,"Belvedere Road 2, South Bank",300246,2025-10-15 23:45:00,"Long Lane , Bermondsey",1189,62397,PBSC_EBIKE,8m 46s,526574,8.776233333333334,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051600,2025-10-15 23:35:00,"Battersea Park Road, Nine Elms",200183,2025-10-15 23:43:00,"Simpson Street, Clapham Junction",200196,59427,CLASSIC,8m 10s,490266,8.1711,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051601,2025-10-15 23:35:00,"Westminster Pier, Westminster",300249,2025-10-15 23:45:00,"Westminster Pier, Westminster",300249,58754,CLASSIC,9m 19s,559947,9.33245,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051602,2025-10-15 23:35:00,"Eaton Square (South), Belgravia",22164,2025-10-15 23:55:00,"Hansard Mews, Holland Park",200154,55397,CLASSIC,19m 55s,1195281,19.92135,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051603,2025-10-15 23:35:00,"Gauden Road, Clapham",300207,2025-10-15 23:49:00,"Usk Road, Clapham Junction",200126,62726,PBSC_EBIKE,13m 38s,818003,13.633383333333333,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051597,2025-10-15 23:34:00,"Belvedere Road 1, South Bank",1186,2025-10-15 23:48:00,"Albert Street, Camden Town",200118,60329,PBSC_EBIKE,14m 19s,859570,14.326166666666667,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051598,2025-10-15 23:34:00,"Belvedere Road 1, South Bank",1186,2025-10-15 23:55:00,"Stepney Green Station, Stepney",200012,63221,PBSC_EBIKE,21m 19s,1279887,21.33145,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051589,2025-10-15 23:33:00,"Sumner Place, South Kensington",1124,2025-10-15 23:37:00,"Danvers Street, West Chelsea",200222,57620,CLASSIC,4m 4s,244417,4.073616666666667,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051590,2025-10-15 23:33:00,"Birkenhead Street, King's Cross",300212,2025-10-15 23:52:00,"Snowsfields, London Bridge",200193,50400,CLASSIC,19m 15s,1155095,19.251583333333333,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051591,2025-10-15 23:33:00,"Euston Square Gardens, Euston",300203,2025-10-15 23:40:00,"Tysoe Street, Clerkenwell",1146,62037,PBSC_EBIKE,6m 53s,413411,6.890183333333334,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051592,2025-10-15 23:33:00,"Greycoat Street , Westminster",10623,2025-10-16 00:49:00,"Drury Lane, Covent Garden",1007,60102,PBSC_EBIKE,1h 16m 37s,4597586,76.62643333333334,Long(41-120 mins),23,0,Wednesday,October,False,Weekday
153051593,2025-10-15 23:33:00,"Wells Street, Fitzrovia",3495,2025-10-15 23:48:00,"Bishop's Bridge Road West, Bayswater",200110,55545,CLASSIC,15m 2s,902855,15.047583333333334,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051594,2025-10-15 23:33:00,"Euston Square Gardens, Euston",300203,2025-10-15 23:42:00,"Tysoe Street, Clerkenwell",1146,54864,CLASSIC,8m 55s,535550,8.925833333333333,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051595,2025-10-15 23:33:00,"Museum of London, Barbican",1043,2025-10-15 23:38:00,"Brushfield Street, Liverpool Street",1161,52723,CLASSIC,5m 21s,321155,5.3525833333333335,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051596,2025-10-15 23:33:00,"Clarges Street, Mayfair",200088,2025-10-15 23:39:00,"Hyde Park Corner, Hyde Park",1075,58730,CLASSIC,5m 47s,347027,5.783783333333333,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051574,2025-10-15 23:32:00,"Manresa Road, Chelsea",200010,2025-10-15 23:37:00,"Queen's Gate (Central), South Kensington",1089,58677,CLASSIC,5m 2s,302715,5.04525,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051575,2025-10-15 23:32:00,"Alfreda Street, Battersea Park",300047,2025-10-15 23:50:00,"Halford Road, West Kensington",300210,62389,PBSC_EBIKE,18m 20s,1100342,18.339033333333333,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051576,2025-10-15 23:32:00,"Tooley Street, Bermondsey",1142,2025-10-15 23:34:00,"Curlew Street, Shad Thames",1213,59245,CLASSIC,1m 43s,103116,1.7186,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051577,2025-10-15 23:32:00,"Belvedere Road 2, South Bank",300246,2025-10-15 23:49:00,"Christian Street, Whitechapel",22177,54501,CLASSIC,17m 31s,1051270,17.521166666666666,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051578,2025-10-15 23:32:00,"Princedale Road , Holland Park",200067,2025-10-15 23:37:00,"Ilchester Place, Kensington",1115,41765,CLASSIC,4m 46s,286416,4.7736,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051579,2025-10-15 23:32:00,"Good's Way, King's Cross",300243,2025-10-16 00:15:00,"Parson's Green , Parson's Green",200237,53276,CLASSIC,43m 9s,2589642,43.1607,Long(41-120 mins),23,0,Wednesday,October,False,Weekday
153051580,2025-10-15 23:32:00,"Tooley Street, Bermondsey",1142,2025-10-15 23:34:00,"Tower Wharf, Bermondsey",2667,58835,CLASSIC,2m 25s,145511,2.4251833333333335,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051581,2025-10-15 23:32:00,"Gas Holders, Battersea Park",300216,2025-10-15 23:36:00,"Ashley Crescent, Battersea",200169,60134,PBSC_EBIKE,4m 1s,241326,4.0221,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051582,2025-10-15 23:32:00,"Hermitage Court, Wapping",200021,2025-10-15 23:42:00,"Central House, Aldgate",3430,54803,CLASSIC,9m 47s,587325,9.78875,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051583,2025-10-15 23:32:00,"Triangle Car Park, Hyde Park",1088,2025-10-15 23:50:00,"Gloucester Road (North), Kensington",3447,24010,CLASSIC,17m 37s,1057742,17.629033333333332,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051584,2025-10-15 23:32:00,"Disraeli Road, Putney",200217,2025-10-15 23:37:00,"Putney Bridge Station, Fulham",200125,58331,CLASSIC,4m 32s,272863,4.547716666666667,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051585,2025-10-15 23:32:00,"Duke Street Hill, London Bridge",300083,2025-10-15 23:36:00,"Tooley Street, Bermondsey",1142,35593,CLASSIC,3m 22s,202353,3.37255,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051586,2025-10-15 23:32:00,"Duke Street Hill, London Bridge",300083,2025-10-15 23:36:00,"Tooley Street, Bermondsey",1142,22672,CLASSIC,3m 16s,196371,3.27285,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051587,2025-10-15 23:32:00,"Shoreditch High Street, Shoreditch",3445,2025-10-15 23:47:00,"Driffield Road, Old Ford",200030,56885,CLASSIC,14m 21s,861192,14.3532,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051567,2025-10-15 23:31:00,"Doric Way , Somers Town",1004,2025-10-15 23:40:00,"Castlehaven Road, Camden Town",200016,52122,CLASSIC,9m 1s,541340,9.022333333333334,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051568,2025-10-15 23:31:00,"Empire Square, The Borough",1209,2025-10-15 23:42:00,"Northington Street , Holborn",3425,63225,PBSC_EBIKE,11m 18s,678063,11.30105,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051569,2025-10-15 23:31:00,"Stepney Green Station, Stepney",200012,2025-10-15 23:39:00,"Flamborough Street, Limehouse",200115,56224,CLASSIC,8m 35s,515100,8.585,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051570,2025-10-15 23:31:00,"LSBU (Borough Road), Elephant & Castle",1095,2025-10-15 23:37:00,"Great Dover Street, The Borough",1017,22756,CLASSIC,5m 55s,355723,5.928716666666666,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051571,2025-10-15 23:31:00,"Felsham Road, Putney",300019,2025-10-16 00:07:00,"Orsett Terrace, Bayswater",2585,56157,CLASSIC,36m 2s,2162513,36.04188333333333,Normal(10-40 mins),23,0,Wednesday,October,False,Weekday
153051572,2025-10-15 23:31:00,"Bishop's Bridge Road East, Bayswater",200108,2025-10-15 23:53:00,"Finlay Street, Fulham",200029,62340,PBSC_EBIKE,21m 58s,1318416,21.9736,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051559,2025-10-15 23:30:00,"Craven Street, Strand",1160,2025-10-16 00:02:00,"Bonner Gate, Victoria Park",200241,53767,CLASSIC,31m 54s,1914488,31.908133333333332,Normal(10-40 mins),23,0,Wednesday,October,False,Weekday
153051560,2025-10-15 23:30:00,"Queen's Gate (Central), South Kensington",1089,2025-10-15 23:36:00,"Thorndike Close, West Chelsea",300030,21137,CLASSIC,5m 59s,359560,5.992666666666667,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051561,2025-10-15 23:30:00,"Queen's Gate (Central), South Kensington",1089,2025-10-15 23:36:00,"World's End Place, West Chelsea",300009,21844,CLASSIC,6m 24s,384103,6.401716666666666,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051562,2025-10-15 23:30:00,"Albany Street, The Regent's Park",200134,2025-10-16 00:05:00,"Albany Street, The Regent's Park",200134,41150,CLASSIC,35m 30s,2130786,35.5131,Normal(10-40 mins),23,0,Wednesday,October,False,Weekday
153051563,2025-10-15 23:30:00,"Euston Road, Euston",983,2025-10-15 23:43:00,"Lisson Grove, St. John's Wood",1030,55297,CLASSIC,12m 57s,777203,12.953383333333333,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051564,2025-10-15 23:30:00,"Albany Street, The Regent's Park",200134,2025-10-16 00:05:00,"Albany Street, The Regent's Park",200134,41613,CLASSIC,35m 9s,2109802,35.16336666666667,Normal(10-40 mins),23,0,Wednesday,October,False,Weekday
153051565,2025-10-15 23:30:00,"Fire Brigade Pier, Vauxhall",2703,2025-10-15 23:51:00,"Fire Brigade Pier, Vauxhall",2703,53566,CLASSIC,20m 25s,1225191,20.41985,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051566,2025-10-15 23:30:00,"Gloucester Street, Pimlico",1103,2025-10-15 23:46:00,"Seymour Place, Marylebone",200198,60334,PBSC_EBIKE,15m 30s,930918,15.5153,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051554,2025-10-15 23:29:00,"Westfield Library Corner, Shepherd's Bush",200227,2025-10-15 23:39:00,"Blythe Road West, Shepherd's Bush",200220,57827,CLASSIC,10m 15s,615016,10.250266666666667,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051555,2025-10-15 23:29:00,"William IV Street, Strand",1028,2025-10-15 23:43:00,"Goswell Road (City Uni), Finsbury",1222,35546,CLASSIC,14m 8s,848839,14.147316666666667,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051556,2025-10-15 23:29:00,"Bermondsey Station, Bermondsey",300253,2025-10-15 23:34:00,"Crimscott Street, Bermondsey",300061,53602,CLASSIC,5m 7s,307505,5.125083333333333,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051557,2025-10-15 23:29:00,"Finsbury Square , Moorgate",1056,2025-10-15 23:34:00,"Baldwin Street, St. Luke's",3500,58931,CLASSIC,5m 2s,302810,5.046833333333334,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051558,2025-10-15 23:29:00,"Vauxhall Walk, Vauxhall",200056,2025-10-15 23:38:00,"Wandsworth Rd, Isley Court, Wandsworth Road",200175,50338,CLASSIC,8m 34s,514625,8.577083333333333,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051549,2025-10-15 23:28:00,"Embankment (Savoy), Strand",1192,2025-10-15 23:45:00,"Braham Street, Aldgate",1062,22914,CLASSIC,17m 34s,1054528,17.575466666666667,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051550,2025-10-15 23:28:00,"Putney Bridge Station, Fulham",200125,2025-10-15 23:32:00,"Fulham Park Road, Fulham",200229,22458,CLASSIC,3m 35s,215659,3.594316666666667,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051551,2025-10-15 23:28:00,"Phene Street, Chelsea",200189,2025-10-15 23:39:00,"Union Grove, Wandsworth Road",200211,63465,PBSC_EBIKE,11m 9s,669198,11.1533,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051552,2025-10-15 23:28:00,"Gloucester Road (Central), South Kensington",3435,2025-10-15 23:41:00,"Gwendwr Road, West Kensington",300097,30327,CLASSIC,13m 7s,787864,13.131066666666667,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051553,2025-10-15 23:28:00,"Russell Square Station, Bloomsbury",978,2025-10-15 23:37:00,"Golden Lane, Barbican",967,60260,PBSC_EBIKE,8m 50s,530641,8.844016666666667,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051541,2025-10-15 23:27:00,"Concert Hall Approach, South Bank",1212,2025-10-15 23:43:00,"South Kensington Station, South Kensington",2685,60108,PBSC_EBIKE,16m 24s,984329,16.405483333333333,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051542,2025-10-15 23:27:00,"St. Mary Axe, Aldgate",1184,2025-10-15 23:39:00,"Great Dover Street, The Borough",1017,54716,CLASSIC,12m 42s,762951,12.71585,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051543,2025-10-15 23:27:00,"Copper Box Arena, Queen Elizabeth Olympic Park",300226,2025-10-15 23:29:00,"Timber Lodge, Queen Elizabeth Olympic Park",300227,57349,CLASSIC,2m 0s,120726,2.0121,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051544,2025-10-15 23:27:00,"Park Lane, Mayfair",300093,2025-10-15 23:43:00,"Upcerne Road, West Chelsea",300075,62898,PBSC_EBIKE,16m 18s,978867,16.31445,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051545,2025-10-15 23:27:00,"The Vale, Chelsea",300058,2025-10-16 00:07:00,"London Street, Paddington",300079,60599,PBSC_EBIKE,40m 14s,2414476,40.24126666666667,Long(41-120 mins),23,0,Wednesday,October,False,Weekday
153051546,2025-10-15 23:27:00,"Braham Street, Aldgate",1062,2025-10-15 23:38:00,"Wormwood Street, Liverpool Street",2587,53363,CLASSIC,10m 42s,642486,10.7081,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051547,2025-10-15 23:27:00,"All Saints Church, Portobello",300023,2025-10-15 23:32:00,"Notting Hill Gate Station, Notting Hill",1182,41685,CLASSIC,4m 42s,282855,4.71425,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051548,2025-10-15 23:28:00,"Tachbrook Street, Victoria",965,2025-10-15 23:38:00,"Old Brompton Road, South Kensington",3479,63139,PBSC_EBIKE,10m 2s,602384,10.039733333333333,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051536,2025-10-15 23:26:00,"Ampton Street , Clerkenwell",1019,2025-10-15 23:35:00,"Handyside Street, King's Cross",300241,62046,PBSC_EBIKE,9m 22s,562283,9.371383333333334,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051537,2025-10-15 23:26:00,"Bermondsey Street, Bermondsey",2637,2025-10-15 23:40:00,"Rectory Square, Stepney",200037,62625,PBSC_EBIKE,14m 17s,857886,14.2981,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051538,2025-10-15 23:26:00,"Mile End Stadium, Mile End",300056,2025-10-15 23:47:00,"New Inn Yard, Shoreditch",1032,51776,CLASSIC,20m 42s,1242723,20.71205,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051539,2025-10-15 23:26:00,"Prince Albert Road, The Regent's Park",2636,2025-10-15 23:43:00,"London Zoo,  The Regent's Park",1136,62764,PBSC_EBIKE,17m 14s,1034821,17.247016666666667,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051540,2025-10-15 23:26:00,"Fulham Broadway, Walham Green",300086,2025-10-15 23:38:00,"South Parade, Chelsea",22182,56734,CLASSIC,11m 27s,687547,11.459116666666667,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051529,2025-10-15 23:25:00,"Braham Street, Aldgate",1062,2025-10-15 23:36:00,"Queen Mary's, Mile End",200249,57646,CLASSIC,11m 6s,666592,11.109866666666667,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051530,2025-10-15 23:25:00,"Clerkenwell Green, Clerkenwell",1053,2025-10-15 23:45:00,"London Fields, Hackney Central",200025,54933,CLASSIC,20m 12s,1212039,20.20065,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051531,2025-10-15 23:25:00,"South Lambeth Road, Vauxhall",200133,2025-10-15 23:34:00,"Battersea Park Road, Nine Elms",200183,59427,CLASSIC,9m 21s,561980,9.366333333333333,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051532,2025-10-15 23:25:00,"Knaresborough Place, Earl's Court",200069,2025-10-15 23:30:00,"Limerston Street, West Chelsea",200001,58740,CLASSIC,5m 0s,300511,5.008516666666667,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051533,2025-10-15 23:25:00,"Hop Exchange, The Borough",960,2025-10-15 23:37:00,"Northington Street , Holborn",3425,52251,CLASSIC,11m 32s,692491,11.541516666666666,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051534,2025-10-15 23:25:00,"LMU Commercial Road, Whitechapel",1105,2025-10-15 23:48:00,"Monier Road, Hackney Wick",300213,62373,PBSC_EBIKE,23m 3s,1383061,23.051016666666666,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051535,2025-10-15 23:26:00,"Limerston Street, West Chelsea",200001,2025-10-15 23:35:00,"Sandilands Road, Walham Green",300001,52645,CLASSIC,9m 1s,541016,9.016933333333334,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051521,2025-10-15 23:24:00,"Russell Square Station, Bloomsbury",978,2025-10-15 23:26:00,"Wren Street, Holborn",22169,41627,CLASSIC,2m 30s,150271,2.5045166666666665,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051522,2025-10-15 23:24:00,"York Hall, Bethnal Green",200042,2025-10-15 23:30:00,"Clinton Road, Mile End",200161,57661,CLASSIC,6m 38s,398782,6.646366666666666,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051523,2025-10-15 23:24:00,"Bricklayers Arms, Borough",1070,2025-10-16 00:20:00,"Waterloo Station 1, Waterloo",2696,60455,PBSC_EBIKE,56m 19s,3379831,56.33051666666667,Long(41-120 mins),23,0,Wednesday,October,False,Weekday
153051524,2025-10-15 23:24:00,"Fulham Broadway, Walham Green",300086,2025-10-15 23:39:00,"Exhibition Road Museums 1, South Kensington",22158,55232,CLASSIC,15m 16s,916937,15.282283333333334,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051526,2025-10-15 23:24:00,"Park Road (Baker Street), The Regent's Park",1050,2025-10-15 23:28:00,"Lisson Grove, St. John's Wood",1030,55916,CLASSIC,4m 0s,240045,4.00075,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051527,2025-10-15 23:24:00,"Fulham Broadway, Walham Green",300086,2025-10-15 23:39:00,"Exhibition Road Museums 1, South Kensington",22158,55990,CLASSIC,14m 54s,894619,14.910316666666667,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051528,2025-10-15 23:24:00,"Hop Exchange, The Borough",960,2025-10-15 23:32:00,"Strata, Elephant & Castle",10624,50568,CLASSIC,7m 42s,462010,7.700166666666667,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051508,2025-10-15 23:23:00,"Kennington Lane Rail Bridge, Vauxhall",1190,2025-10-15 23:34:00,"Swan Street, The Borough",1216,54636,CLASSIC,11m 18s,678655,11.310916666666667,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051509,2025-10-15 23:23:00,"Percy Street, Bloomsbury",1006,2025-10-15 23:28:00,"Russell Square Station, Bloomsbury",978,50448,CLASSIC,4m 48s,288025,4.800416666666667,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
